ID,time,SID,lat,lon,SQRT_SEA_DEM_LAT,WSPD,WDIR,TMP,TX,TN,TP,RH,PRES2M,pm25
139,1/13/2020,79,21.01525,105.80013,4.3072305,2.031165123,135.0498657,18.9074955,21.70000648,16.64000893,0.3125,77.9375,101357.7656,95.935
140,1/13/2020,155,21.1137452,105.9268934,5.2229247,2.072376966,124.3294983,18.89836884,21.89898682,16.33698082,0.30625,78.50875854,101388.2266,84.286425
141,1/13/2020,156,21.127574,105.9508299,5.7695165,1.798040867,121.8767395,18.80186844,21.77498817,16.36498451,0.28125,77.74375916,101375.6719,95.6062875
142,1/13/2020,157,21.1277395,105.8895444,5.4764967,1.796875477,121.1508026,18.77849388,21.71449089,16.37348747,0.2875,77.74750519,101359.5547,42.137975
143,1/13/2020,159,21.0377269,106.1468067,5.693217,2.747788906,122.1573334,19.1574955,21.83999062,16.9699955,0,76.40000153,101426.1641,79.75724167
144,1/13/2020,160,21.0353984,106.1025755,5.765338,2.140960932,124.942688,18.92249489,21.92998695,16.32998085,0.3125,78.70000458,101391.3672,71.49086667
145,1/13/2020,162,21.089142,105.990311,5.6517334,2.140960932,124.942688,18.92249489,21.92998695,16.32998085,0.3125,78.70000458,101391.3672,83.23734167
146,1/13/2020,163,21.0243474,106.0172877,4.988467,2.140960932,124.942688,18.92249489,21.92998695,16.32998085,0.3125,78.70000458,101391.3672,75.56431667
147,1/13/2020,195,21.33847,105.3673,5.228505,1.645034075,82.43479156,18.44936371,21.10397911,15.88200092,0.00625,72.59124756,100811.8672,40.82669583
148,1/13/2020,300,21.023532,105.853941,4.8650875,2.031165123,135.0498657,18.9074955,21.70000648,16.64000893,0.3125,77.9375,101357.7656,95.08333333
149,1/14/2020,19,21.04975,105.74187,5.922647,3.475149393,150.8072662,21.65624046,24.68999672,19.02999306,0.9375,79,101288.3516,171.8916667
150,1/14/2020,51,21.2003445,105.9485439,6.696101,2.719380617,144.0888062,20.99124336,24.1199894,18.05999184,2.25,80.38750458,101296.75,123.968325
151,1/14/2020,52,21.1232473,106.2883295,5.527568,3.255649567,146.2770081,21.34499168,24.27498817,18.65000343,3.15625,81.19999695,101308.9531,111.7708875
152,1/14/2020,53,21.1527453,106.111371,5.5352697,2.737454176,143.8748779,20.98874283,24.09498978,18.07399368,2.36875,80.55250549,101291.3672,112.5166667
153,1/14/2020,62,21.1518069,106.1518796,5.995299,2.90011549,141.9495697,20.96624184,23.8699894,18.20000648,3.4375,82.03749847,101242.9531,126.0853565
154,1/14/2020,66,21.1638526,105.9235646,6.0008135,2.719380617,144.0888062,20.99124336,24.1199894,18.05999184,2.25,80.38750458,101296.75,36.00914167
